housing_type,address,postal_code,area_sqm,area_sqft,transaction_price,sale_date,latitude,longitude,town,flat_type,flat_model,storey_range,lease_commence_date,lease_remaining
hdb,122A EDGEDALE PLAINS,821122,93,1001,452000,01/07/21,1.39350981217359,103.909106562658,PUNGGOL,4 ROOM,Model A,04 TO 06,2017,94 years 11 months
hdb,672D EDGEFIELD PLAINS,824672,90,969,455000,01/07/21,1.40759031189116,103.910923572747,PUNGGOL,4 ROOM,Model A,07 TO 09,2015,93 years 06 months
hdb,160B PUNGGOL CTRL,822160,95,1023,450000,01/07/21,1.39522528923592,103.916000677606,PUNGGOL,4 ROOM,Premium,16 TO 18,2004,81 years 11 months
hdb,270C PUNGGOL FIELD,823270,99,1066,568000,01/07/21,1.40431545221892,103.898851831194,PUNGGOL,4 ROOM,Premium,07 TO 09,2013,90 years 07 months
hdb,310B PUNGGOL WALK,822310,92,990,515000,01/07/21,1.40932267495626,103.900801836373,PUNGGOL,4 ROOM,Premium,13 TO 15,2016,94 years
hdb,213A PUNGGOL WALK,821213,93,1001,490000,01/07/21,1.40030900317852,103.898075134619,PUNGGOL,4 ROOM,Model A,16 TO 18,2015,92 years 10 months
hdb,217B SUMANG WALK,822217,92,990,490000,01/07/21,1.40240161394665,103.894934988834,PUNGGOL,4 ROOM,Model A,10 TO 12,2017,95 years 01 month
hdb,471C FERNVALE ST,793471,68,732,410000,01/07/21,1.39595291069106,103.8815041411,SENGKANG,3 ROOM,Model A,22 TO 24,2016,94 years 02 months
hdb,326B ANCHORVALE RD,542326,92,990,460000,01/07/21,1.3953117728698,103.888014709965,SENGKANG,4 ROOM,Premium,04 TO 06,2015,92 years 10 months
hdb,206B COMPASSVALE LANE,542206,102,1098,440000,01/07/21,1.38743807067893,103.896932112772,SENGKANG,4 ROOM,Model A,13 TO 15,1999,77 years 02 months
hdb,265B COMPASSVALE LINK,542265,92,990,608666,01/07/21,1.38213716574565,103.895742316336,SENGKANG,4 ROOM,Premium,10 TO 12,2008,85 years 11 months
hdb,272C SENGKANG CTRL,543272,90,969,532000,01/07/21,1.38427332655848,103.893821005371,SENGKANG,4 ROOM,Premium,04 TO 06,2009,87 years 05 months
hdb,307C ANCHORVALE RD,543307,110,1184,468000,01/07/21,1.38990138432772,103.887121427015,SENGKANG,5 ROOM,Improved,13 TO 15,2001,79 years 05 months
hdb,291B COMPASSVALE ST,542291,110,1184,482000,01/07/21,1.39582487078483,103.898497580022,SENGKANG,5 ROOM,Improved,04 TO 06,2002,79 years 07 months
hdb,408A FERNVALE RD,791408,115,1238,495000,01/07/21,1.3887643401752,103.876211939865,SENGKANG,5 ROOM,Premium,16 TO 18,2004,82 years 06 months
hdb,148 RIVERVALE CRES,540148,116,1249,485000,01/07/21,1.39076215487926,103.905195828794,SENGKANG,5 ROOM,Improved,07 TO 09,1999,77 years 01 month
hdb,162B RIVERVALE CRES,542162,113,1216,601000,01/07/21,1.39035967745112,103.908076555691,SENGKANG,5 ROOM,Improved,16 TO 18,2017,94 years 10 months
hdb,190B RIVERVALE DR,542190,115,1238,538888,01/07/21,1.39415593015612,103.902375946247,SENGKANG,5 ROOM,Improved,16 TO 18,2000,77 years 11 months
hdb,200A SENGKANG EAST RD,541200,110,1184,525000,01/07/21,1.38700703200169,103.891964770037,SENGKANG,5 ROOM,Improved,07 TO 09,2001,79 years 01 month
hdb,213 SERANGOON AVE 4,550213,123,1324,680000,01/07/21,1.3571726911649,103.873093293448,SERANGOON,5 ROOM,Improved,10 TO 12,1985,62 years 08 months
hdb,114 SERANGOON NTH AVE 1,550114,121,1302,600000,01/07/21,1.3688522558684,103.871488888571,SERANGOON,5 ROOM,Improved,10 TO 12,1986,63 years 09 months
hdb,932A HOUGANG AVE 9,531932,67,721,410000,01/08/21,1.37526558111203,103.881750957344,HOUGANG,3 ROOM,Model A,10 TO 12,2017,95 years 04 months
hdb,670C EDGEFIELD PLAINS,823670,67,721,370000,01/08/21,1.40534285786675,103.913933278721,PUNGGOL,3 ROOM,Premium,01 TO 03,2016,93 years 10 months
hdb,301C PUNGGOL CTRL,823301,94,1012,520000,01/08/21,1.4044016231175,103.905663775926,PUNGGOL,4 ROOM,Premium,04 TO 06,2010,88 years
hdb,106B PUNGGOL FIELD,822106,90,969,430000,01/08/21,1.39709453228145,103.907955363138,PUNGGOL,4 ROOM,Model A,07 TO 09,2003,80 years 07 months
hdb,310B PUNGGOL WALK,822310,92,990,550000,01/08/21,1.40932267495626,103.900801836373,PUNGGOL,4 ROOM,Premium,10 TO 12,2016,93 years 11 months
hdb,126D EDGEDALE PLAINS,824126,110,1184,485000,01/08/21,1.39378388948022,103.910981491609,PUNGGOL,5 ROOM,Improved,07 TO 09,2003,80 years 08 months
hdb,642B PUNGGOL DR,822642,111,1195,488000,01/08/21,1.39828453335365,103.916255328466,PUNGGOL,5 ROOM,Premium,07 TO 09,2005,82 years 06 months
hdb,203B PUNGGOL FIELD,822203,110,1184,474000,01/08/21,1.39804841532733,103.903476518045,PUNGGOL,5 ROOM,Improved,07 TO 09,2004,82 years 04 months
hdb,175B PUNGGOL FIELD,822175,110,1184,458000,01/08/21,1.39777053141824,103.908647567441,PUNGGOL,5 ROOM,Improved,01 TO 03,2003,81 years 01 month
hdb,128C PUNGGOL FIELD WALK,823128,110,1184,480000,01/08/21,1.39254913673629,103.912560905441,PUNGGOL,5 ROOM,Improved,10 TO 12,2003,80 years 11 months
hdb,180A RIVERVALE CRES,541180,67,721,345000,01/08/21,1.39025909742147,103.909624930156,SENGKANG,3 ROOM,Model A,04 TO 06,2015,92 years 07 months
hdb,320A ANCHORVALE DR,541320,87,936,435000,01/08/21,1.39033370024042,103.891002827157,SENGKANG,4 ROOM,Model A2,13 TO 15,2002,80 years 01 month
hdb,278A COMPASSVALE BOW,541278,92,990,615000,01/08/21,1.38188103722181,103.890292540431,SENGKANG,4 ROOM,Model A,16 TO 18,2017,95 years 04 months
hdb,286B COMPASSVALE CRES,542286,93,1001,468000,01/08/21,1.39754999009432,103.89559545349,SENGKANG,4 ROOM,Premium,04 TO 06,2017,95 years 03 months
hdb,204A COMPASSVALE DR,541204,90,969,420000,01/08/21,1.38785624696618,103.894681035814,SENGKANG,4 ROOM,Model A,01 TO 03,2000,78 years 05 months
hdb,216A COMPASSVALE DR,541216,92,990,630000,01/08/21,1.39078747856516,103.893415096676,SENGKANG,4 ROOM,Premium,10 TO 12,2017,94 years 09 months
hdb,211A COMPASSVALE LANE,541211,95,1023,530000,01/08/21,1.38465568677054,103.899257415602,SENGKANG,4 ROOM,Model A,16 TO 18,2013,90 years 06 months
hdb,298C COMPASSVALE ST,543298,94,1012,425000,01/08/21,1.39626992629114,103.900983156779,SENGKANG,4 ROOM,Premium,13 TO 15,2001,79 years 01 month
hdb,403A FERNVALE LANE,791403,93,1001,395000,01/08/21,1.38893060906513,103.873208570293,SENGKANG,4 ROOM,Premium,01 TO 03,2004,81 years 09 months
hdb,430A FERNVALE LINK,791430,92,990,445000,01/08/21,1.39387016239187,103.878517201425,SENGKANG,4 ROOM,Model A,07 TO 09,2015,92 years 10 months
hdb,453D FERNVALE RD,794453,92,990,488000,01/08/21,1.39341707295428,103.875340178232,SENGKANG,4 ROOM,Model A,22 TO 24,2015,93 years
hdb,472A FERNVALE ST,791472,93,1001,438000,01/08/21,1.39740224240408,103.881338084424,SENGKANG,4 ROOM,Model A,04 TO 06,2016,94 years 02 months
hdb,271C SENGKANG CTRL,543271,93,1001,518888,01/08/21,1.38501243481989,103.89441489532,SENGKANG,4 ROOM,Premium,01 TO 03,2010,87 years 10 months
hdb,122 SENGKANG EAST WAY,540122,91,980,375000,01/08/21,1.38655148699146,103.9067414866,SENGKANG,4 ROOM,Model A,04 TO 06,2000,78 years 01 month
hdb,317B ANCHORVALE RD,542317,110,1184,510000,01/08/21,1.39386232204763,103.888540263546,SENGKANG,5 ROOM,Premium,10 TO 12,2003,80 years 11 months
hdb,416C FERNVALE LINK,793416,113,1216,620000,01/08/21,1.38979947929699,103.88064410102,SENGKANG,5 ROOM,Improved,10 TO 12,2016,93 years 06 months
hdb,108 RIVERVALE WALK,540108,121,1302,520888,01/08/21,1.3828116859131,103.899782887436,SENGKANG,5 ROOM,Improved,07 TO 09,1999,76 years 07 months
hdb,241 SERANGOON AVE 3,550241,64,689,420000,01/08/21,1.35288178547102,103.870236774547,SERANGOON,3 ROOM,Simplified,07 TO 09,1985,63 years 04 months
hdb,236 SERANGOON AVE 3,550236,105,1130,608000,01/08/21,1.35424006743429,103.869821831929,SERANGOON,4 ROOM,Model A,07 TO 09,1985,63 years
hdb,988C BUANGKOK GREEN,533988,93,1001,475000,01/09/21,1.38029686296146,103.877266407149,HOUGANG,4 ROOM,Model A,04 TO 06,2015,92 years 06 months
hdb,137 LOR AH SOO,530137,106,1141,390000,01/09/21,1.34905321621758,103.88664017294,HOUGANG,4 ROOM,Model A,10 TO 12,1985,62 years 08 months
hdb,106B PUNGGOL FIELD,822106,90,969,440000,01/09/21,1.39709453228145,103.907955363138,PUNGGOL,4 ROOM,Model A,10 TO 12,2003,80 years 05 months
hdb,604A PUNGGOL RD,821604,92,990,476888,01/09/21,1.40430971677834,103.907412637205,PUNGGOL,4 ROOM,Model A,13 TO 15,2012,90 years 01 month
hdb,316B PUNGGOL WAY,822316,93,1001,555000,01/09/21,1.40894665776412,103.89792554782,PUNGGOL,4 ROOM,Premium,04 TO 06,2017,95 years 01 month
hdb,121B EDGEDALE PLAINS,822121,112,1206,600000,01/09/21,1.39308870276067,103.909041773266,PUNGGOL,5 ROOM,Improved,07 TO 09,2017,94 years 09 months
hdb,135 EDGEDALE PLAINS,820135,112,1206,450000,01/09/21,1.39209206159846,103.910022480355,PUNGGOL,5 ROOM,Premium,13 TO 15,2003,81 years 03 months
hdb,316B PUNGGOL WAY,822316,113,1216,650000,01/09/21,1.40894665776412,103.89792554782,PUNGGOL,5 ROOM,Premium,01 TO 03,2017,95 years 01 month
hdb,335A ANCHORVALE CRES,541335,92,990,500000,01/09/21,1.39835828293609,103.889074371303,SENGKANG,4 ROOM,Premium,13 TO 15,2015,93 years 03 months
hdb,211D COMPASSVALE LANE,544211,93,1001,420000,01/09/21,1.38552172050187,103.899866305926,SENGKANG,4 ROOM,Model A,01 TO 03,2013,90 years 06 months
hdb,210C COMPASSVALE LANE,543210,93,1001,458000,01/09/21,1.38424155856173,103.899542187144,SENGKANG,4 ROOM,Model A,01 TO 03,2013,90 years 06 months
hdb,259C COMPASSVALE RD,543259,90,969,455000,01/09/21,1.39338846017973,103.898081358537,SENGKANG,4 ROOM,Model A,07 TO 09,2000,78 years 04 months
hdb,441D FERNVALE RD,794441,93,1001,495000,01/09/21,1.39209223539634,103.875248015844,SENGKANG,4 ROOM,Model A,16 TO 18,2012,89 years 05 months
hdb,331B ANCHORVALE ST,542331,112,1206,610000,01/09/21,1.39567244030635,103.890125430898,SENGKANG,5 ROOM,Improved,01 TO 03,2015,92 years 11 months
hdb,274A COMPASSVALE BOW,541274,113,1216,750000,01/09/21,1.38155184972062,103.890559065147,SENGKANG,5 ROOM,Improved,16 TO 18,2017,95 years 02 months
hdb,403A FERNVALE LANE,791403,111,1195,500000,01/09/21,1.38893060906513,103.873208570293,SENGKANG,5 ROOM,Premium,13 TO 15,2004,81 years 09 months
hdb,215 SERANGOON AVE 4,550215,67,721,360000,01/09/21,1.35786532790132,103.873424839621,SERANGOON,3 ROOM,New Gen,10 TO 12,1985,62 years 09 months
hdb,412 SERANGOON CTRL,550412,113,1216,670000,01/09/21,1.34847174655037,103.873273380692,SERANGOON,4 ROOM,Model A,07 TO 09,1989,66 years 06 months
hdb,538 SERANGOON NTH AVE 4,550538,103,1109,400000,01/09/21,1.37491459857486,103.873217877598,SERANGOON,4 ROOM,Model A,04 TO 06,1992,70 years 03 months
hdb,932A HOUGANG AVE 9,531932,67,721,422000,01/10/21,1.37526558111203,103.881750957344,HOUGANG,3 ROOM,Model A,07 TO 09,2017,95 years 01 month
hdb,643 HOUGANG AVE 8,530643,120,1292,625000,01/10/21,1.37154552599116,103.880619942257,HOUGANG,5 ROOM,Improved,13 TO 15,1987,64 years 11 months
hdb,271C PUNGGOL WALK,823271,93,1001,600000,01/10/21,1.40394165900883,103.901034337843,PUNGGOL,4 ROOM,Premium,16 TO 18,2014,91 years 07 months
hdb,211B PUNGGOL WALK,822211,92,990,440000,01/10/21,1.40116989540273,103.899920878173,PUNGGOL,4 ROOM,Model A,01 TO 03,2014,91 years 07 months
hdb,266A PUNGGOL WAY,821266,92,990,520000,01/10/21,1.40596071590596,103.897970713861,PUNGGOL,4 ROOM,Model A,07 TO 09,2015,92 years 09 months
hdb,661C EDGEDALE PLAINS,823661,112,1206,660000,01/10/21,1.40207158668281,103.917480013596,PUNGGOL,5 ROOM,Premium,10 TO 12,2017,94 years 08 months
hdb,102C PUNGGOL FIELD,823102,110,1184,488000,01/10/21,1.39876127750608,103.90493897318,PUNGGOL,5 ROOM,Improved,04 TO 06,2002,80 years 01 month
hdb,310C PUNGGOL WALK,823310,112,1206,690000,01/10/21,1.40971096118278,103.899898384976,PUNGGOL,5 ROOM,Premium,16 TO 18,2016,93 years 09 months
hdb,316A PUNGGOL WAY,821316,113,1216,738000,01/10/21,1.40890165905109,103.898407764487,PUNGGOL,5 ROOM,Premium,13 TO 15,2017,95 years
hdb,333D ANCHORVALE LINK,544333,92,990,525000,01/10/21,1.39422494446129,103.892243948665,SENGKANG,4 ROOM,Model A,01 TO 03,2015,92 years 09 months
hdb,309D ANCHORVALE RD,544309,93,1001,450000,01/10/21,1.39081110421373,103.885496222761,SENGKANG,4 ROOM,Premium,13 TO 15,2002,80 years 02 months
hdb,266C COMPASSVALE BOW,543266,92,990,508000,01/10/21,1.38271966235894,103.897362090294,SENGKANG,4 ROOM,Premium,04 TO 06,2007,84 years 11 months
hdb,288C COMPASSVALE CRES,543288,93,1001,555000,01/10/21,1.39838865743646,103.898072715177,SENGKANG,4 ROOM,Premium,13 TO 15,2017,95 years 02 months
hdb,257C COMPASSVALE RD,543257,90,969,455000,01/10/21,1.39278798548513,103.896388318333,SENGKANG,4 ROOM,Model A,07 TO 09,2001,78 years 05 months
hdb,410C FERNVALE RD,793410,95,1023,488000,01/10/21,1.38993920373879,103.876479595851,SENGKANG,4 ROOM,Premium,10 TO 12,2012,90 years 02 months
hdb,471B FERNVALE ST,792471,93,1001,515000,01/10/21,1.3964987562975,103.880447337309,SENGKANG,4 ROOM,Model A,16 TO 18,2016,94 years
hdb,191A RIVERVALE DR,541191,96,1033,400000,01/10/21,1.39374008288861,103.903484775846,SENGKANG,4 ROOM,Model A,04 TO 06,2000,78 years
hdb,315C ANCHORVALE RD,543315,110,1184,520000,01/10/21,1.39234414519171,103.888049808731,SENGKANG,5 ROOM,Premium,13 TO 15,2003,80 years 10 months
hdb,293A COMPASSVALE CRES,541293,113,1216,673500,01/10/21,1.39653303935384,103.895867598027,SENGKANG,5 ROOM,Improved,13 TO 15,2016,94 years 02 months
hdb,120B RIVERVALE DR,542120,121,1302,498000,01/10/21,1.38579818238123,103.904394269204,SENGKANG,5 ROOM,Premium,01 TO 03,2001,78 years 06 months
hdb,108 RIVERVALE WALK,540108,121,1302,515000,01/10/21,1.3828116859131,103.899782887436,SENGKANG,5 ROOM,Improved,07 TO 09,1999,76 years 05 months
hdb,425 SERANGOON AVE 1,550425,123,1324,700000,01/10/21,1.3481264349871,103.87660509777,SERANGOON,5 ROOM,Improved,01 TO 03,1989,66 years 08 months
hdb,102 HOUGANG AVE 1,530102,102,1098,435000,01/11/21,1.35496446293885,103.890855054687,HOUGANG,4 ROOM,Model A,01 TO 03,1984,61 years 03 months
hdb,470B UPP SERANGOON CRES,532470,92,990,495000,01/11/21,1.37893083811936,103.900988286292,HOUGANG,4 ROOM,Model A,13 TO 15,2015,92 years 06 months
hdb,365B UPP SERANGOON RD,532365,92,990,625500,01/11/21,1.36920419004328,103.897512942583,HOUGANG,4 ROOM,Model A,10 TO 12,2018,95 years 04 months
hdb,305A PUNGGOL RD,821305,67,721,420000,01/11/21,1.40507911812907,103.90670598777,PUNGGOL,3 ROOM,Premium,04 TO 06,2012,89 years 09 months
hdb,212A PUNGGOL WALK,821212,67,721,380000,01/11/21,1.39996056106688,103.898983585947,PUNGGOL,3 ROOM,Model A,07 TO 09,2015,92 years 06 months
hdb,673C EDGEFIELD PLAINS,823673,90,969,499888,01/11/21,1.40722159434782,103.910591907295,PUNGGOL,4 ROOM,Model A,07 TO 09,2015,93 years 02 months
hdb,665C PUNGGOL DR,823665,93,1001,600000,01/11/21,1.40149164608042,103.914459128885,PUNGGOL,4 ROOM,Premium,16 TO 18,2016,93 years 04 months
hdb,603A PUNGGOL RD,821603,92,990,455000,01/11/21,1.40353012703263,103.908463410662,PUNGGOL,4 ROOM,Model A,04 TO 06,2012,89 years 10 months
hdb,258C PUNGGOL FIELD,823258,113,1216,650000,01/11/21,1.40414193190215,103.896363634267,PUNGGOL,5 ROOM,Improved,13 TO 15,2016,93 years 08 months
hdb,286C COMPASSVALE CRES,543286,68,732,375000,01/11/21,1.39794631367752,103.896376748487,SENGKANG,3 ROOM,Premium,04 TO 06,2017,95 years 01 month
hdb,216D COMPASSVALE DR,544216,92,990,633000,01/11/21,1.39019936957334,103.894575868856,SENGKANG,4 ROOM,Premium,07 TO 09,2017,94 years 08 months
hdb,406B FERNVALE RD,792406,90,969,448000,01/11/21,1.3884286902614,103.87432292478,SENGKANG,4 ROOM,Premium,19 TO 21,2004,82 years 01 month
hdb,200D SENGKANG EAST RD,544200,90,969,438000,01/11/21,1.38726151170943,103.893007706343,SENGKANG,4 ROOM,Model A,07 TO 09,2001,78 years 09 months
hdb,332A ANCHORVALE LINK,541332,112,1206,620000,01/11/21,1.39532164438576,103.891136801306,SENGKANG,5 ROOM,Improved,07 TO 09,2015,92 years 08 months
hdb,237 COMPASSVALE WALK,540237,122,1313,610000,01/11/21,1.3898678837082,103.898520282397,SENGKANG,5 ROOM,Improved,10 TO 12,1999,76 years 11 months
hdb,413A FERNVALE LINK,791413,114,1227,490000,01/11/21,1.38930680618339,103.878729319261,SENGKANG,5 ROOM,Premium,01 TO 03,2004,81 years 06 months
hdb,158D RIVERVALE CRES,544158,109,1173,495000,01/11/21,1.38841932024872,103.907241901937,SENGKANG,5 ROOM,Premium,10 TO 12,2003,80 years 10 months
hdb,1 HOUGANG AVE 3,530001,59,635,295000,01/12/21,1.36413097349222,103.89300132385,HOUGANG,3 ROOM,Improved,13 TO 15,1975,52 years 07 months
hdb,988A BUANGKOK GREEN,531988,93,1001,488000,01/12/21,1.37946759731567,103.877266477064,HOUGANG,4 ROOM,Model A,13 TO 15,2015,92 years 03 months
hdb,402 HOUGANG AVE 10,530402,91,980,408000,01/12/21,1.37443833237068,103.896698366692,HOUGANG,4 ROOM,New Gen,01 TO 03,1985,62 years 11 months
hdb,417 HOUGANG AVE 8,530417,105,1130,500000,01/12/21,1.37645924477187,103.894857328635,HOUGANG,4 ROOM,Model A,13 TO 15,1989,66 years 09 months
hdb,470A UPP SERANGOON CRES,531470,113,1216,670000,01/12/21,1.37905480016803,103.901927831856,HOUGANG,5 ROOM,Improved,07 TO 09,2015,92 years 06 months
hdb,138 EDGEDALE PLAINS,820138,91,980,405000,01/12/21,1.39277115890645,103.909796213696,PUNGGOL,4 ROOM,Premium,04 TO 06,2003,81 years
hdb,601C PUNGGOL CTRL,823601,93,1001,505000,01/12/21,1.40267896973515,103.908106143006,PUNGGOL,4 ROOM,Model A,04 TO 06,2012,89 years 07 months
hdb,612B PUNGGOL DR,822612,93,1001,508000,01/12/21,1.40493858379942,103.908157161266,PUNGGOL,4 ROOM,Model A,13 TO 15,2012,90 years
hdb,310C PUNGGOL WALK,823310,92,990,580000,01/12/21,1.40971096118278,103.899898384976,PUNGGOL,4 ROOM,Premium,16 TO 18,2016,93 years 07 months
hdb,105A EDGEFIELD PLAINS,821105,110,1184,500000,01/12/21,1.39694133156221,103.905729497383,PUNGGOL,5 ROOM,Improved,01 TO 03,2003,80 years 06 months
hdb,107C EDGEFIELD PLAINS,823107,110,1184,535000,01/12/21,1.39662152089141,103.907600724822,PUNGGOL,5 ROOM,Improved,13 TO 15,2003,80 years 04 months
hdb,666A PUNGGOL DR,821666,113,1216,628000,01/12/21,1.40153631153055,103.915077974858,PUNGGOL,5 ROOM,Premium,01 TO 03,2016,93 years 03 months
hdb,311C ANCHORVALE LANE,543311,93,1001,398000,01/12/21,1.39157127388501,103.884436159774,SENGKANG,4 ROOM,Premium,01 TO 03,2002,80 years 01 month
hdb,288B COMPASSVALE CRES,542288,93,1001,505000,01/12/21,1.39844368745074,103.897809164829,SENGKANG,4 ROOM,Premium,04 TO 06,2017,95 years
hdb,212C COMPASSVALE DR,543212,100,1076,495000,01/12/21,1.38599316874489,103.901020686547,SENGKANG,4 ROOM,Premium,16 TO 18,2012,89 years 11 months
hdb,430A FERNVALE LINK,791430,92,990,500000,01/12/21,1.39387016239187,103.878517201425,SENGKANG,4 ROOM,Model A,22 TO 24,2015,92 years 05 months
hdb,164B RIVERVALE CRES,542164,93,1001,465000,01/12/21,1.38969357215411,103.907293906791,SENGKANG,4 ROOM,Model A,04 TO 06,2017,94 years 06 months
hdb,140 RIVERVALE ST,540140,90,969,417000,01/12/21,1.38937559481464,103.903705419983,SENGKANG,4 ROOM,Model A2,13 TO 15,1999,76 years 02 months
hdb,282A SENGKANG EAST AVE,541282,92,990,630000,01/12/21,1.38528977819863,103.891907359174,SENGKANG,4 ROOM,Premium,07 TO 09,2015,92 years 08 months
hdb,433B SENGKANG WEST WAY,792433,113,1216,625000,01/12/21,1.39388894272882,103.877494624525,SENGKANG,5 ROOM,Improved,16 TO 18,2014,91 years 11 months